id,oX,oY,dX,dY,trips
2,-25.428,-49.273,-23.548,-46.636,1
15,-25.428,-49.273,-23.463,-46.533,2
18,-25.428,-49.273,-22.315,-49.061,2
56,-25.428,-49.273,48.85341,2.3488,1
185,-25.428,-49.273,53.38297,-1.4659,1
289,-25.428,-49.273,54.32133,10.13489,1
904,-23.548,-46.636,-22.903,-43.208,1
906,-23.548,-46.636,-22.018,-47.891,1
907,-23.548,-46.636,-8.054,-34.881,1
908,-23.548,-46.636,-22.906,-47.061,1
913,-23.548,-46.636,-23.463,-46.533,1
915,-23.548,-46.636,-19.817,-43.956,1
926,-23.548,-46.636,-21.178,-47.81,1
943,-23.548,-46.636,51.50853,-0.12574,4
944,-23.548,-46.636,40.42587,-86.90807,1
954,-23.548,-46.636,48.85341,2.3488,1
960,-23.548,-46.636,43.4668,-80.51639,1
972,-23.548,-46.636,53.48095,-2.23743,1
976,-23.548,-46.636,52.76667,-1.2,1
977,-23.548,-46.636,-23.179,-45.887,1
989,-23.548,-46.636,35.7721,-78.63861,1
1007,-23.548,-46.636,43.07305,-89.40123,1
1024,-23.548,-46.636,42.27756,-83.74088,1
1061,-23.548,-46.636,48.93333,2.36667,1
1072,-23.548,-46.636,40.71427,-74.00597,1
1079,-23.548,-46.636,41.66113,-91.53017,1
1082,-23.548,-46.636,37.44188,-122.14302,2
1089,-23.548,-46.636,51.75222,-1.25596,1
1128,-23.548,-46.636,50.90395,-1.40428,1
1172,-23.548,-46.636,37.98869,-84.47772,1
1181,-23.548,-46.636,51.45523,-2.59665,1
1349,-29.76,-51.147,-23.548,-46.636,1
2270,-22.883,-43.104,48.89198,2.20675,1
2297,-22.883,-43.104,-20.754,-42.882,1
2301,-22.883,-43.104,48.85341,2.3488,1
2696,-22.903,-43.208,-23.548,-46.636,4
2702,-22.903,-43.208,-22.018,-47.891,1
2704,-22.903,-43.208,-22.906,-47.061,3
2709,-22.903,-43.208,-23.463,-46.533,1
2739,-22.903,-43.208,51.50853,-0.12574,7
2750,-22.903,-43.208,48.85341,2.3488,3
2756,-22.903,-43.208,43.4668,-80.51639,1
2757,-22.903,-43.208,50.85045,4.34878,1
2768,-22.903,-43.208,53.48095,-2.23743,1
2782,-22.903,-43.208,43.60426,1.44367,1
2791,-22.903,-43.208,42.44063,-76.49661,1
2802,-22.903,-43.208,44.97997,-93.26384,1
2803,-22.903,-43.208,43.07305,-89.40123,1
2807,-22.903,-43.208,39.95233,-75.16379,1
2815,-22.903,-43.208,52.48142,-1.89983,1
2868,-22.903,-43.208,40.71427,-74.00597,1
2876,-22.903,-43.208,48.76507,2.26655,1
2890,-22.903,-43.208,55.86515,-4.25763,1
2901,-22.903,-43.208,32.84727,-117.2742,1
2915,-22.903,-43.208,50.82838,-0.13947,1
2932,-22.903,-43.208,36.16589,-86.78444,1
2983,-22.903,-43.208,54.32133,10.13489,1
3145,-16.679,-49.254,-23.548,-46.636,1
3594,-22.018,-47.891,-23.548,-46.636,1
3602,-22.018,-47.891,-22.906,-47.061,1
4043,-8.054,-34.881,-23.548,-46.636,1
4051,-8.054,-34.881,-22.906,-47.061,1
4086,-8.054,-34.881,51.50853,-0.12574,1
4097,-8.054,-34.881,48.85341,2.3488,3
4232,-8.054,-34.881,51.75222,-1.25596,1
4492,-22.906,-47.061,-23.548,-46.636,8
4496,-22.906,-47.061,-22.903,-43.208,1
4535,-22.906,-47.061,51.50853,-0.12574,1
4546,-22.906,-47.061,48.85341,2.3488,1
4564,-22.906,-47.061,53.48095,-2.23743,1
4625,-22.906,-47.061,51.88921,0.90421,1
4674,-22.906,-47.061,37.44188,-122.14302,1
4770,-22.906,-47.061,55.95206,-3.19648,1
4774,-22.906,-47.061,52.13459,-0.46632,1
4778,-22.906,-47.061,42.03471,-93.61994,1
4838,-22.906,-47.061,51.27904,1.07992,1
5584,-27.597,-48.549,55.86515,-4.25763,1
5704,-27.597,-48.549,49.59099,11.00783,1
6737,-23.463,-46.533,-23.548,-46.636,4
7186,-30.033,-51.23,-23.548,-46.636,1
7190,-30.033,-51.23,-22.903,-43.208,1
7192,-30.033,-51.23,-22.018,-47.891,1
7229,-30.033,-51.23,51.50853,-0.12574,1
7263,-30.033,-51.23,-23.179,-45.887,1
7313,-30.033,-51.23,48.24896,11.65101,1
7368,-30.033,-51.23,37.44188,-122.14302,1
7395,-30.033,-51.23,52.98569,10.08756,1
7635,-19.817,-43.956,-23.548,-46.636,3
7639,-19.817,-43.956,-22.903,-43.208,1
7643,-19.817,-43.956,-22.906,-47.061,1
7707,-19.817,-43.956,53.48095,-2.23743,1
7759,-19.817,-43.956,42.27756,-83.74088,1
8084,-22.315,-49.061,-23.548,-46.636,19
8088,-22.315,-49.061,-22.903,-43.208,1
8164,-22.315,-49.061,52.62783,1.29834,1
8174,-22.315,-49.061,29.65163,-82.32483,1
8232,-22.315,-49.061,42.03336,-87.73339,1
10356,40.4165,-3.70256,-7.115,-34.863,1
12574,-21.178,-47.81,-23.548,-46.636,4
13027,-7.115,-34.863,-22.903,-43.208,1
13031,-7.115,-34.863,-22.906,-47.061,2
13077,-7.115,-34.863,48.85341,2.3488,2
14370,-23.31,-51.163,-23.548,-46.636,2
14819,-12.971,-38.511,-23.548,-46.636,1
14827,-12.971,-38.511,-22.906,-47.061,1
14862,-12.971,-38.511,51.50853,-0.12574,1
14869,-12.971,-38.511,-20.754,-42.882,1
14873,-12.971,-38.511,48.85341,2.3488,2
15047,-12.971,-38.511,50.90395,-1.40428,1
15095,-12.971,-38.511,42.98339,-81.23304,1
15268,-15.78,-47.93,-23.548,-46.636,1
15272,-15.78,-47.93,-22.903,-43.208,1
15311,-15.78,-47.93,51.50853,-0.12574,1
15327,-15.78,-47.93,48.68439,6.18496,1
15391,-15.78,-47.93,33.95335,-117.39616,1
15451,-15.78,-47.93,53.38297,-1.4659,1
15457,-15.78,-47.93,51.75222,-1.25596,2
16166,-15.596,-56.097,-23.548,-46.636,1
17064,-29.684,-53.807,-23.548,-46.636,1
17118,-29.684,-53.807,48.85341,2.3488,1
18089,48.78232,9.17702,48.24896,11.65101,1
20207,51.50853,-0.12574,-23.548,-46.636,1
20303,51.50853,-0.12574,37.87159,-122.27275,1
20367,51.50853,-0.12574,52.2,0.11667,1
20797,40.42587,-86.90807,42.73698,-84.48387,1
21105,-3.717,-38.543,-23.548,-46.636,1
21155,-3.717,-38.543,-20.754,-42.882,1
21159,-3.717,-38.543,48.85341,2.3488,1
21323,-3.717,-38.543,44.93333,4.9,2
23350,-20.754,-42.882,-23.548,-46.636,2
23394,-20.754,-42.882,40.42587,-86.90807,1
23446,-20.754,-42.882,37.87159,-122.27275,1
23457,-20.754,-42.882,43.07305,-89.40123,1
23473,-20.754,-42.882,33.95335,-117.39616,1
