id,oX,oY,dX,dY,trips
2,-25.428,-49.273,-23.548,-46.636,1
6,-25.428,-49.273,-22.903,-43.208,1
56,-25.428,-49.273,48.85341,2.3488,1
125,-25.428,-49.273,33.95335,-117.39616,1
129,-25.428,-49.273,48.24896,11.65101,1
143,-25.428,-49.273,42.73698,-84.48387,2
213,-25.428,-49.273,47.9959,7.85222,1
904,-23.548,-46.636,-22.903,-43.208,1
908,-23.548,-46.636,-22.906,-47.061,1
913,-23.548,-46.636,-23.463,-46.533,1
926,-23.548,-46.636,-21.178,-47.81,1
943,-23.548,-46.636,51.50853,-0.12574,3
944,-23.548,-46.636,40.42587,-86.90807,1
954,-23.548,-46.636,48.85341,2.3488,2
964,-23.548,-46.636,44.56457,-123.26204,1
978,-23.548,-46.636,40.11642,-88.24338,1
989,-23.548,-46.636,35.7721,-78.63861,1
995,-23.548,-46.636,42.44063,-76.49661,1
1009,-23.548,-46.636,38.54491,-121.74052,1
1013,-23.548,-46.636,43.54594,-80.25599,1
1041,-23.548,-46.636,42.73698,-84.48387,1
1060,-23.548,-46.636,52.2,0.11667,1
1068,-23.548,-46.636,39.96118,-82.99879,3
1069,-23.548,-46.636,30.43826,-84.28073,1
1074,-23.548,-46.636,36.97412,-122.0308,1
1076,-23.548,-46.636,29.76328,-95.36327,1
1077,-23.548,-46.636,39.16533,-86.52639,1
1084,-23.548,-46.636,47.60621,-122.33207,1
1089,-23.548,-46.636,51.75222,-1.25596,1
1102,-23.548,-46.636,52.40656,-1.51217,1
1166,-23.548,-46.636,33.45049,-88.81961,1
1181,-23.548,-46.636,51.45523,-2.59665,1
1279,-23.548,-46.636,46.73127,-117.17962,1
2251,-22.883,-43.104,-22.903,-43.208,1
2696,-22.903,-43.208,-23.548,-46.636,3
2704,-22.903,-43.208,-22.906,-47.061,4
2739,-22.903,-43.208,51.50853,-0.12574,5
2750,-22.903,-43.208,48.85341,2.3488,2
2753,-22.903,-43.208,34.05223,-118.24368,1
2757,-22.903,-43.208,50.85045,4.34878,2
2768,-22.903,-43.208,53.48095,-2.23743,1
2769,-22.903,-43.208,52.52437,13.41053,1
2772,-22.903,-43.208,52.76667,-1.2,1
2777,-22.903,-43.208,53.55014,-113.46871,1
2782,-22.903,-43.208,43.60426,1.44367,2
2792,-22.903,-43.208,37.87159,-122.27275,1
2819,-22.903,-43.208,33.95335,-117.39616,1
2824,-22.903,-43.208,49.40768,8.69079,1
2829,-22.903,-43.208,51.88921,0.90421,1
2869,-22.903,-43.208,42.35843,-71.05977,1
2896,-22.903,-43.208,43.15478,-77.61556,1
2915,-22.903,-43.208,50.82838,-0.13947,1
2918,-22.903,-43.208,25.53844,-80.40894,1
2935,-22.903,-43.208,54.04649,-2.79988,1
2967,-22.903,-43.208,56.33871,-2.79902,1
2980,-22.903,-43.208,48.77644,2.29026,1
3032,-22.903,-43.208,43.04812,-76.14742,1
3068,-22.903,-43.208,41.4995,-81.69541,1
3598,-22.018,-47.891,-22.903,-43.208,1
4043,-8.054,-34.881,-23.548,-46.636,1
4051,-8.054,-34.881,-22.906,-47.061,1
4097,-8.054,-34.881,48.85341,2.3488,2
4101,-8.054,-34.881,43.61092,3.87723,1
4103,-8.054,-34.881,43.4668,-80.51639,1
4150,-8.054,-34.881,43.07305,-89.40123,1
4162,-8.054,-34.881,52.48142,-1.89983,1
4176,-8.054,-34.881,51.88921,0.90421,2
4232,-8.054,-34.881,51.75222,-1.25596,1
4331,-8.054,-34.881,32.22174,-110.92648,1
4492,-22.906,-47.061,-23.548,-46.636,10
4496,-22.906,-47.061,-22.903,-43.208,1
4499,-22.906,-47.061,-8.054,-34.881,1
4504,-22.906,-47.061,42.65258,-73.75623,2
4518,-22.906,-47.061,-21.178,-47.81,1
4546,-22.906,-47.061,48.85341,2.3488,2
4556,-22.906,-47.061,44.56457,-123.26204,1
4568,-22.906,-47.061,52.76667,-1.2,1
4588,-22.906,-47.061,37.87159,-122.27275,2
4598,-22.906,-47.061,44.97997,-93.26384,1
4633,-22.906,-47.061,42.73698,-84.48387,1
4639,-22.906,-47.061,40.48622,-74.45182,1
4652,-22.906,-47.061,52.2,0.11667,1
4678,-22.906,-47.061,41.82399,-71.41283,1
4704,-22.906,-47.061,48.58392,7.74553,1
4833,-22.906,-47.061,59.85882,17.63889,1
5470,-27.597,-48.549,52.62783,1.29834,1
5478,-27.597,-48.549,48.11198,-1.67429,1
6737,-23.463,-46.533,-23.548,-46.636,3
6791,-23.463,-46.533,48.85341,2.3488,1
7186,-30.033,-51.23,-23.548,-46.636,2
7190,-30.033,-51.23,-22.903,-43.208,1
7194,-30.033,-51.23,-22.906,-47.061,2
7230,-30.033,-51.23,40.42587,-86.90807,1
7259,-30.033,-51.23,52.52437,13.41053,1
7260,-30.033,-51.23,-22.744,-43.708,1
7272,-30.033,-51.23,43.60426,1.44367,1
7281,-30.033,-51.23,42.44063,-76.49661,2
7309,-30.033,-51.23,33.95335,-117.39616,1
7354,-30.033,-51.23,39.96118,-82.99879,2
7395,-30.033,-51.23,52.98569,10.08756,1
7424,-30.033,-51.23,40.79339,-77.86,1
7472,-30.033,-51.23,42.03471,-93.61994,1
7635,-19.817,-43.956,-23.548,-46.636,1
7639,-19.817,-43.956,-22.903,-43.208,1
7648,-19.817,-43.956,-23.463,-46.533,1
7678,-19.817,-43.956,51.50853,-0.12574,1
7694,-19.817,-43.956,48.68439,6.18496,1
7707,-19.817,-43.956,53.48095,-2.23743,1
7725,-19.817,-43.956,29.65163,-82.32483,1
7761,-19.817,-43.956,40.58526,-105.08442,1
7846,-19.817,-43.956,47.9959,7.85222,1
7847,-19.817,-43.956,48.58392,7.74553,1
7857,-19.817,-43.956,25.53844,-80.40894,1
8084,-22.315,-49.061,-23.548,-46.636,21
8092,-22.315,-49.061,-22.906,-47.061,1
8097,-22.315,-49.061,-23.463,-46.533,1
8110,-22.315,-49.061,-21.178,-47.81,1
8134,-22.315,-49.061,-20.754,-42.882,1
8138,-22.315,-49.061,48.85341,2.3488,2
8289,-22.315,-49.061,32.84727,-117.2742,1
8986,-23.425,-51.939,-22.903,-43.208,1
9431,-31.772,-52.343,-23.548,-46.636,1
12574,-21.178,-47.81,-23.548,-46.636,4
13083,-7.115,-34.863,43.4668,-80.51639,1
14819,-12.971,-38.511,-23.548,-46.636,2
14980,-12.971,-38.511,48.93333,2.36667,1
15268,-15.78,-47.93,-23.548,-46.636,1
15272,-15.78,-47.93,-22.903,-43.208,1
15311,-15.78,-47.93,51.50853,-0.12574,1
15397,-15.78,-47.93,42.3751,-71.10561,1
17154,-29.684,-53.807,29.65163,-82.32483,1
17189,-29.684,-53.807,39.73915,-104.9847,1
20656,40.42587,-86.90807,-23.548,-46.636,1
20935,40.42587,-86.90807,29.95465,-90.07507,1
21109,-3.717,-38.543,-22.903,-43.208,1
21113,-3.717,-38.543,-22.906,-47.061,2
21273,-3.717,-38.543,39.96118,-82.99879,1
21446,-3.717,-38.543,59.85882,17.63889,1
